,Year,coder1-encodings,Consistency,Y,X
1774,2010,Surface/Volume,1,20,698
1775,2010,Surface/Volume,1,20,699
1776,2010,Surface/Volume,1,20,700
1777,2010,Surface/Volume,1,20,701
1778,2010,Surface/Volume,1,20,702
1779,2010,Surface/Volume,1,20,703
1780,2010,Surface/Volume,1,20,704
1781,2010,Surface/Volume,1,20,705
1782,2010,Surface/Volume,1,20,706
1783,2010,Surface/Volume,1,20,707
1784,2010,Surface/Volume,1,20,708
1785,2010,Surface/Volume,1,20,709
1786,2010,Surface/Volume,1,20,710
1787,2010,Surface/Volume,1,20,711
1788,2010,Surface/Volume,1,20,712
1789,2010,Surface/Volume,1,20,713
1790,2010,Surface/Volume,1,20,714
1791,2010,Surface/Volume,1,20,715
1792,2010,Surface/Volume,1,20,716
1793,2010,Surface/Volume,1,20,717
1794,2010,Surface/Volume,1,20,718
1795,2010,Surface/Volume,1,20,719
1796,2010,Surface/Volume,1,20,720
1797,2010,Surface/Volume,1,20,721
1798,2010,Surface/Volume,1,20,722
1799,2010,Surface/Volume,1,20,723
1800,2010,Surface/Volume,1,20,724
1801,2010,Surface/Volume,1,20,725
1802,2010,Surface/Volume,1,20,726
1803,2010,Surface/Volume,1,20,727
1804,2010,Surface/Volume,1,20,728
1805,2010,Surface/Volume,0,20,729
1806,2010,Surface/Volume,1,20,730
1807,2010,Surface/Volume,1,20,731
1808,2010,Surface/Volume,1,20,732
1809,2010,Surface/Volume,1,20,733
1810,2010,Surface/Volume,1,20,734
1811,2010,Surface/Volume,1,20,735
1812,2010,Surface/Volume,1,20,736
1813,2010,Surface/Volume,1,20,737
1814,2010,Surface/Volume,1,20,738
1815,2010,Surface/Volume,1,20,739
1816,2010,Surface/Volume,1,20,740
1817,2010,Surface/Volume,1,20,741
1818,2010,Surface/Volume,1,20,742
1819,2010,Surface/Volume,1,20,743
1820,2010,Surface/Volume,1,20,744
1821,2010,Surface/Volume,1,20,745
1822,2010,Surface/Volume,1,20,746
1823,2010,Surface/Volume,1,20,747
1824,2010,Surface/Volume,1,20,748
1825,2010,Surface/Volume,1,20,749
1826,2010,Surface/Volume,1,20,750
1827,2010,Surface/Volume,1,20,751
1828,2010,Surface/Volume,1,20,752
1829,2010,Surface/Volume,1,20,753
1830,2010,Surface/Volume,0,20,754
1831,2010,Surface/Volume,1,20,755
1832,2010,Surface/Volume,1,20,756
1833,2010,Surface/Volume,1,20,757
1834,2010,Surface/Volume,1,20,758
1835,2010,Surface/Volume,1,20,759
1836,2010,Surface/Volume,1,20,760
1837,2010,Surface/Volume,1,20,761
1838,2010,Surface/Volume,1,20,762
1839,2010,Surface/Volume,1,20,763
1840,2010,Surface/Volume,1,20,764
1841,2010,Surface/Volume,0,20,765
1842,2010,Surface/Volume,1,20,766
1843,2010,Surface/Volume,1,20,767
1844,2010,Surface/Volume,1,20,768
1845,2010,Surface/Volume,1,20,769
1846,2010,Surface/Volume,1,20,770
1847,2010,Surface/Volume,1,20,771
1848,2010,Surface/Volume,1,20,772
1849,2010,Surface/Volume,1,20,773
1850,2010,Surface/Volume,1,20,774
1851,2010,Surface/Volume,1,20,775
1852,2010,Surface/Volume,1,20,776
1853,2010,Surface/Volume,1,20,777
1854,2010,Surface/Volume,1,20,778
1855,2010,Surface/Volume,1,20,779
1856,2010,Surface/Volume,1,20,780
1857,2010,Surface/Volume,1,20,781
1858,2010,Surface/Volume,1,20,782
1859,2010,Surface/Volume,1,20,783
1860,2010,Surface/Volume,1,20,784
1861,2010,Surface/Volume,1,20,785
1862,2010,Surface/Volume,1,20,786
1863,2010,Surface/Volume,1,20,787
1864,2010,Surface/Volume,1,20,788
1865,2010,Surface/Volume,1,20,789
1866,2010,Surface/Volume,1,20,790
1867,2010,Surface/Volume,1,20,791
1868,2010,Surface/Volume,1,20,792
1869,2010,Surface/Volume,1,20,793
1870,2010,Surface/Volume,0,20,794
1871,2010,Surface/Volume,1,20,795
1872,2010,Surface/Volume,1,20,796
1873,2010,Surface/Volume,1,20,797
1874,2015,Surface/Volume,1,25,698
1875,2015,Surface/Volume,1,25,699
1876,2015,Surface/Volume,1,25,700
1877,2015,Surface/Volume,0,25,701
1878,2015,Surface/Volume,1,25,702
1879,2015,Surface/Volume,1,25,703
1880,2015,Surface/Volume,1,25,704
1881,2015,Surface/Volume,1,25,705
1882,2015,Surface/Volume,1,25,706
1883,2015,Surface/Volume,1,25,707
1884,2015,Surface/Volume,1,25,708
1885,2015,Surface/Volume,1,25,709
1886,2015,Surface/Volume,1,25,710
1887,2015,Surface/Volume,1,25,711
1888,2015,Surface/Volume,1,25,712
1889,2015,Surface/Volume,1,25,713
1890,2015,Surface/Volume,1,25,714
1891,2015,Surface/Volume,1,25,715
1892,2015,Surface/Volume,1,25,716
1893,2015,Surface/Volume,1,25,717
1894,2015,Surface/Volume,1,25,718
1895,2015,Surface/Volume,1,25,719
1896,2015,Surface/Volume,0,25,720
1897,2015,Surface/Volume,1,25,721
1898,2015,Surface/Volume,1,25,722
1899,2015,Surface/Volume,1,25,723
1900,2015,Surface/Volume,1,25,724
1901,2015,Surface/Volume,1,25,725
1902,2015,Surface/Volume,1,25,726
1903,2015,Surface/Volume,1,25,727
1904,2015,Surface/Volume,1,25,728
1905,2015,Surface/Volume,1,25,729
1906,2015,Surface/Volume,1,25,730
1907,2015,Surface/Volume,1,25,731
1908,2015,Surface/Volume,1,25,732
1909,2015,Surface/Volume,1,25,733
1910,2015,Surface/Volume,1,25,734
1911,2015,Surface/Volume,1,25,735
1912,2015,Surface/Volume,1,25,736
1913,2015,Surface/Volume,0,25,737
1914,2015,Surface/Volume,1,25,738
1915,2015,Surface/Volume,1,25,739
1916,2015,Surface/Volume,0,25,740
1917,2015,Surface/Volume,1,25,741
1918,2015,Surface/Volume,1,25,742
1919,2015,Surface/Volume,1,25,743
1920,2015,Surface/Volume,1,25,744
1921,2015,Surface/Volume,1,25,745
1922,2015,Surface/Volume,1,25,746
1923,2015,Surface/Volume,0,25,747
1924,2015,Surface/Volume,1,25,748
1925,2015,Surface/Volume,1,25,749
1926,2015,Surface/Volume,1,25,750
1927,2015,Surface/Volume,1,25,751
1928,2015,Surface/Volume,1,25,752
1929,2015,Surface/Volume,1,25,753
1930,2015,Surface/Volume,1,25,754
1931,2015,Surface/Volume,1,25,755
1932,2015,Surface/Volume,0,25,756
1933,2015,Surface/Volume,1,25,757
1934,2015,Surface/Volume,1,25,758
1935,2015,Surface/Volume,0,25,759
1936,2015,Surface/Volume,1,25,760
1937,2015,Surface/Volume,1,25,761
1938,2015,Surface/Volume,1,25,762
1939,2015,Surface/Volume,1,25,763
1940,2015,Surface/Volume,1,25,764
1941,2015,Surface/Volume,1,25,765
1942,2015,Surface/Volume,1,25,766
1943,2015,Surface/Volume,1,25,767
1944,2020,Surface/Volume,1,30,698
1945,2020,Surface/Volume,0,30,699
1946,2020,Surface/Volume,1,30,700
1947,2020,Surface/Volume,1,30,701
1948,2020,Surface/Volume,1,30,702
1949,2020,Surface/Volume,1,30,703
1950,2020,Surface/Volume,1,30,704
1951,2020,Surface/Volume,0,30,705
1952,2020,Surface/Volume,0,30,706
1953,2020,Surface/Volume,1,30,707
1954,2020,Surface/Volume,1,30,708
1955,2020,Surface/Volume,1,30,709
1956,2020,Surface/Volume,1,30,710
1957,2020,Surface/Volume,1,30,711
1958,2020,Surface/Volume,1,30,712
1959,2020,Surface/Volume,1,30,713
1960,2020,Surface/Volume,1,30,714
1961,2020,Surface/Volume,1,30,715
1962,2020,Surface/Volume,1,30,716
1963,2020,Surface/Volume,1,30,717
1964,2020,Surface/Volume,1,30,718
1965,2020,Surface/Volume,1,30,719
1966,2020,Surface/Volume,1,30,720
1967,2020,Surface/Volume,1,30,721
1968,2020,Surface/Volume,1,30,722
1969,2020,Surface/Volume,1,30,723
1970,2020,Surface/Volume,0,30,724
1971,2020,Surface/Volume,1,30,725
1972,2020,Surface/Volume,1,30,726
1973,2020,Surface/Volume,1,30,727
1974,2020,Surface/Volume,1,30,728
1975,2020,Surface/Volume,1,30,729
1976,2020,Surface/Volume,1,30,730
1977,2020,Surface/Volume,1,30,731
1978,2020,Surface/Volume,1,30,732
1979,2020,Surface/Volume,1,30,733
1980,2020,Surface/Volume,1,30,734
1981,2020,Surface/Volume,1,30,735
1982,2020,Surface/Volume,1,30,736
1983,2020,Surface/Volume,1,30,737
1984,2020,Surface/Volume,1,30,738
1985,2020,Surface/Volume,1,30,739
1986,2020,Surface/Volume,1,30,740
1987,2020,Surface/Volume,1,30,741
1988,2020,Surface/Volume,1,30,742
1989,2020,Surface/Volume,1,30,743
1990,2020,Surface/Volume,1,30,744
1991,2020,Surface/Volume,1,30,745
1992,2020,Surface/Volume,1,30,746
1993,2020,Surface/Volume,1,30,747
1994,2020,Surface/Volume,1,30,748
1995,2020,Surface/Volume,1,30,749
1996,2020,Surface/Volume,1,30,750
1997,2020,Surface/Volume,1,30,751
1998,2020,Surface/Volume,1,30,752
1999,2020,Surface/Volume,1,30,753
2000,2020,Surface/Volume,1,30,754
2001,2020,Surface/Volume,1,30,755
2002,2020,Surface/Volume,1,30,756
2003,2020,Surface/Volume,1,30,757
2004,2020,Surface/Volume,1,30,758
2005,2020,Surface/Volume,1,30,759
2006,2020,Surface/Volume,1,30,760
2007,2020,Surface/Volume,1,30,761
2008,2020,Surface/Volume,1,30,762
2009,2020,Surface/Volume,1,30,763
2010,2020,Surface/Volume,1,30,764
2011,2000,Text,0,10,813
2012,2005,Text,1,15,814
2013,2005,Text,1,15,815
2014,2010,Text,1,20,814
2015,2010,Text,1,20,815
2016,2010,Text,1,20,816
2017,2010,Text,0,20,817
2018,2010,Text,1,20,818
2019,2015,Text,1,25,814
2020,2020,Text,1,30,814
2021,2020,Text,0,30,815
2022,2020,Text,1,30,816
2023,2020,Text,1,30,817
2024,2020,Text,1,30,818
